"de_para";"valor"
"PIX TRANSF  IMW R 310/10";"seminario"
"PIX TRANSF  LUCIANO10/10";"alimentacao"
"PIX TRANSF  erlonds10/10";"cabeleireiro"
"ELECTRONROSE FEIRAN";"feira"
"PIX TRANSF  Bruna R11/10";"social"
"PIX TRANSF  IMW 3 R11/10";"oferta"
"PIX TRANSF  EDMILSO11/10";"churross"
"ELECTRONVILA GALVAO";"social"
"ELECTRONGIRAFFAS BL";"alimentacao"
"PIX TRANSF  Mayara 13/10";"pipoca"
"PIX TRANSF  IMW 3 R17/10";"oferta"
"PIX TRANSF  EDMILSO17/10";"churross"
"CXE 000265 SAQUE 22/10";"saque"
"PIX TRANSF  Mayara 25/10";"pipoca"
"PIX TRANSF  EDMILSO25/10";"churross"
"SAQUE 24H 300425717";"saque"
"CXE 000190 SAQUE 29/10";"saque"
"PIX TRANSF  IMW 3 R06/";"oferta"
"PIX TRANSF  AMERICO06/11";"lazer"
"CXE 000158 SAQUE 05/11";"saque"
"PIX TRANSF  REAL BR05/11";"roupa"
"ELECTRONVALENS BAR";"alimentacao"
"PIX TRANSF  EDMILSO07/11";"churross"
"ELECTRONSUCO E CIA";"alimentacao"
"PIX TRANSF  ADEILDO15/01";"pix"
"ELECTRONPAG*NMNETO";"pessoa"
"PIX TRANSF  Chrysti19/03";"pix"
"PIX QRS Alexandro S25/03";"pix"
"PIX TRANSF  BRUNA R02/04";"pix"
"PIX TRANSF  PERSIAN12/04";"pix"
"ELECTRONPAG*Jesanac";"pessoa"
"PIX TRANSF  JOSE FE07/05";"pix"
"ELECTRONPAG*Evandro";"pessoa"
"PIX QRS Adyen do Br25/05";"pix"
"ELECTRONPAG*Maneiro";"pessoa"
"PIX TRANSF  SILVIA 02/06";"pix"
"ELECTRONPAG*Lindalv";"pessoa"
"ELECTRONPAG*AllanDi";"pessoa"
"ELECTRONPAG*Lindalv";"pessoa"
"ELECTRONPAG*Robinso";"pessoa"
"ELECTRONPAG*Robinso";"pessoa"
"ELECTRONPAG*NiwsonY";"pessoa"
"PIX QRS SAFETOPAY I04/07";"pix"
"PIX TRANSF  LEANDRO04/07";"pix"
"ELECTRONPAG*RealNov";"pessoa"
"PIX TRANSF  erlonds08/07";"cabeleireiro"
"ELECTRONPAG*Robinso";"pessoa"
"ELECTRONPAG*Pilotin";"pessoa"
"ELECTRONPAG*BoomEve";"pessoa"
"ELECTRONPAG*BoomEve_2";"pessoa"
"ELECTRONPAG*Robinso";"pessoa"
"PIX TRANSF  erlonds25/07";"cabeleireiro"
"ELECTRONPAG*NiwsonY";"pessoa"
"PIX QRS SAFETOPAY I29/07";"pix"
"PIX QRS PHILIP VINI29/07";"pix"
"ELECTRONPAG*Robinso";"pessoa"
"TAR PACOTE ITAU   JUL/22";"banco"
"PIX QRS ANTONIO FRA05/08";"pix"
"PIX QRS CLARO05/08";"pix"
"PIX TRANSF  IMW R 308/08";"seminario"
"CXE 000471 SAQUE 06/08";"saque"
"ELECTRONPAG*Robinso";"pessoa"
"ELECTRONPAG*AllanDi";"pessoa"
"PIX QRS CASA LOTERI12/08";"pix"
"ELECTRONPAG*AllanDi";"pessoa"
"PIX TRANSF  IMW 3 R15/08";"oferta"
"CXE 000372 SAQUE 13/08";"saque"
"ELECTRONPAG*Robinso";"pessoa"
"PIX TRANSF  RONIVON17/08";"pix"
"ELECTRONPAG*Edmilso";"pessoa"
"PIX TRANSF  FGR COM18/08";"pix"
"PIX TRANSF  Lays Ro19/08";"pix"
"PIX TRANSF  FGR COM22/08";"pix"
"PIX TRANSF  SAMUEL 20/08";"pix"
"PIX TRANSF  Gustavo20/08";"pix"
"ELECTRONPAG*HOTDOGD";"pessoa"
"PIX TRANSF  EDMILSO22/08";"churross"
"PIX TRANSF  Pedro H20/08";"pix"
"ELECTRONPAG*RaposaD";"pessoa"
"PIX TRANSF  LUCIANO23/08";"alimentacao"
"PIX TRANSF  EDMILSO23/08";"churross"
"PIX TRANSF  LUCIANO26/08";"alimentacao"
"PIX TRANSF  Ademar 27/08";"pix"
"PIX TRANSF  RONIVON29/08";"pix"
"PIX TRANSF  JANAINA31/08";"alimentacao"
"PIX TRANSF  RONIVON31/08";"pix"
"PIX TRANSF  LUCIANO01/09";"alimentacao"
"PIX TRANSF  EDMILSO01/09";"churross"
"TAR PACOTE ITAU   AGO/22";"banco"
"PIX TRANSF  IMW 3 R04/09";"oferta"
"PIX QRS IFOOD.COM A04/09";"alimentacao"
"PIX TRANSF  RONIVON05/09";"pix"
"PIX TRANSF  JANAINA07/09";"alimentacao"
"PIX TRANSF  REAL BR09/09";"pix"
"PIX TRANSF  LUCIANO09/09";"alimentacao"
"PIX TRANSF  Mayara 09/09";"pipoca"
"PIX TRANSF  EDMILSO09/09";"churross"
"CXE 000174 SAQUE 10/09";"saque"
"CXE 000661 SAQUE 10/09";"saque"
"ELECTRONPAG*Robinso";"pessoa"
"ELECTRONPAG*Slbenfi";"pessoa"
"PIX TRANSF  ALINE M10/09";"pix"
"PIX TRANSF  IMW R 313/09";"seminario"
"PIX TRANSF  BRUNO I14/09";"pix"
"PIX TRANSF  Mayara 14/09";"pipoca"
"PIX TRANSF  EDMILSO14/09";"churross"
"PIX TRANSF  erlonds16/09";"cabeleireiro"
"PIX QRS On Tecnolog16/09";"pix"
"PIX TRANSF  EDMILSO16/09";"churross"
"CXE 000224 SAQUE 17/09";"saque"
"PIX QRS SAFE2PAY19/09";"pix"
"PIX TRANSF  LUCIANO19/09";"alimentacao"
"PIX TRANSF  Cristia18/09";"pix"
"PIX TRANSF  LUCIANO22/09";"alimentacao"
"PIX TRANSF  Mayara 22/09";"pipoca"
"PIX TRANSF  EDMILSO22/09";"churross"
"PIX TRANSF  EDMILSO23/09";"churross"
"PIX TRANSF  Mayara 23/09";"pipoca"
"PIX TRANSF  IMW 3 R25/09";"oferta"
"PIX TRANSF  Gustavo24/09";"pix"
"PIX TRANSF  EDMILSO27/09";"churross"
"PIX TRANSF  LUCIANO28/09";"alimentacao"
"PIX TRANSF  EDMILSO29/09";"churross"
"PIX TRANSF  LUCIANO30/09";"alimentacao"
"ELECTRONPAG*Robinso";"pessoa"
"PIX TRANSF  JANAINA01/10";"alimentacao"
"PIX TRANSF  RR LVA 05/10";"pix"
"PIX TRANSF  ASTES A06/10";"pix"
"PIX TRANSF  erlonds10/10";"cabeleireiro"
"PIX TRANSF  ARTHUR 09/10";"pix"
"ELECTRONPAG*Marinal";"pessoa"
"ELECTRONPAG*CarlosD";"pessoa"
"ELECTRONPAG*Slbenfi";"pessoa"
"PIX TRANSF  FAGNO B17/10";"pix"
"PIX TRANSF  Pedro H15/10";"pix"
"PIX QRS Adyen do Br20/10";"pix"
"ELECTRONPAG*Robinso";"pessoa"
"PIX TRANSF  CARLOS 25/10";"pix"
"PIX TRANSF  ASTES A25/10";"pix"
"PIX TRANSF  Pedro H30/10";"pix"
"PIX TRANSF  JANAINA29/10";"alimentacao"
"PIX QRS PAES E DOCE01/11";"padaria"
"TAR PACOTE ITAU   OUT/22";"banco"
"PIX TRANSF  IMW 3 R03/11";"oferta"
"PIX TRANSF  Mayara 03/11";"pipoca"
"PIX TRANSF  EDMILSO03/11";"churross"
"PIX TRANSF  erlonds04/11";"cabeleireiro"
"PIX TRANSF  IMW 3 R06/11";"oferta"
"PIX TRANSF  AMERICO06/11";"pix"
"CXE 000158 SAQUE 05/11";"saque"
"PIX TRANSF  REAL BR05/11";"pix"
"PIX TRANSF  JANAINA05/11";"alimentacao"
"ELECTRONPAG*Robinso";"pessoa"
"PIX TRANSF  EDMILSO07/11";"churross"
"PIX TRANSF  LUCIANO08/11";"alimentacao"
"PIX TRANSF  Mayara 08/11";"pipoca"
"PIX TRANSF  IMW R 310/11";"seminario"
"PIX TRANSF  APM CEI10/11";"creche"
"PIX TRANSF  IMW 3 R10/11";"oferta"
"PIX QRS PAES E DOCE01/11";"padaria"
"PIX TRANSF  IMW 3 R03/11";"oferta"
"PIX TRANSF  Mayara 03/11";"pipoca"
"PIX TRANSF  EDMILSO03/11";"churross"
"PIX TRANSF  erlonds04/11";"cabeleireiro"
"PIX TRANSF  IMW 3 R06/11";"oferta"
"CXE 000158 SAQUE 05/11";"saque"
"PIX TRANSF  REAL BR05/11";"pix"
"PIX TRANSF  JANAINA05/11";"alimentacao"
"ELECTRONPAG*Robinso";"pessoa"
"PIX TRANSF  EDMILSO07/11";"churross"
"PIX TRANSF  LUCIANO08/11";"alimentacao"
"PIX TRANSF  Mayara 08/11";"pipoca"
"PIX TRANSF  APM CEI10/11";"creche"
"PIX TRANSF  IMW 3 R10/11";"oferta"
"TIT PAG TIT ULO ITAU";"boleto"
"INT  PAG TIT BANCO 383";"boleto"
"PIX TRANSF  IARA MA14/02";"pix"
"PIX TRANSF  ALEXAND21/02";"pix"
"PIX TRANSF  ELIZABE22/02";"pix"
"PIX TRANSF  DORALIC14/03";"pix"
"PIX TRANSF  Nichola01/04";"pix"
"PIX TRANSF  Suzane 22/06";"pix"
"PIX TRANSF  Andre W24/06";"pix"
"PIX TRANSF  DJM BAZ14/07";"pix"
"INT PAG TIT 109006482069";"boleto"
"PIX TRANSF  IMW R 316/11";"seminario"
"PIX TRANSF  LUCIANO16/11";"pix"
"PIX TRANSF  erlonds16/11";"cabeleireiro"
"PIX TRANSF  erlonds17/11";"cabeleireiro"
"PIX TRANSF  LUAN GU17/11";"pix"
"SAQUE 24H 759857033";"saque"
"PIX TRANSF  MARIA S23/11";"pix"
"PIX TRANSF  IMW 3 R23/11";"oferta"
"PIX TRANSF  Catheri23/11";"pix"
"PIX TRANSF  IMW R 324/11";"seminario"
"ELECTRONRKI PARK ES";"estacionamento"
"ELECTRONPAG*SusanaM";"pessoa"
"ELECTRONPAG*Mariade";"pessoa"
"ELECTRONPAG*MariaIn";"pessoa"
"ELECTRONPAG*galasso";"pessoa"
"ELECTRONPAG*SusanaM";"pessoa"
"ELECTRONPAG*Geraldo";"pessoa"
"ELECTRONPAG*Alexand";"pessoa"
"ELECTRONPAG*BarDoCe";"pessoa"
"ELECTRONPAG*LuizaDe";"pessoa"
"ELECTRONPAG*LuizaDe";"feira-frutas"
"ELECTRONPAG*LuizaDe";"feira-frutas"
"ELECTRONBANANAS ANA";"feira-frutas"
"ELECTRONPAG*Antonia";"feira-frutas"
"SAQUE 24H 741367725";"saque"
"INT PAG TIT 109006482085";"boleto"
"PIX QRS ARENA FUTEB13/01";"pix"
"PIX TRANSF  REAL BR13/01";"pix"
"PIX TRANSF  IMW 3 R15/01";"oferta"
"PIX TRANSF  IMW 3 R16/01";"oferta"
"SAQUE 24H 741367725";"saque"
"PIX TRANSF  IMW 3 R02/04";"igreja"
"PIX TRANSF  IMW 3 R02/04";"igreja"
"PIX TRANSF  CARLOS 04/04";"pessoa"
"PIX TRANSF  ROGERIO04/04";"pipoca"
"PIX TRANSF  LUCIANO11/04";"pessoa"
"PIX TRANSF  ABILIO 12/04";"pessoa"
"PIX TRANSF  LUCIANO12/04";"pessoa"
"PIX TRANSF  ROGERIO12/04";"pipoca"
"PIX TRANSF  LUCIANO17/04";"pessoa"
"PIX TRANSF  Michele17/04";"pessoa"
"PIX TRANSF  ROGERIO19/04";"pipoca"
"PIX TRANSF  Monica 21/04";"pessoa"
"PIX TRANSF  JULIANE25/04";"pessoa"
"PIX TRANSF  LUCIANO25/04";"pessoa"
"PIX TRANSF  REAL BR26/04";"futebol"
"PIX QRS ARENA FUTEB02/04";"futebol"
"PIX QRS PORTOSEG SA17/04";"seguro"
"CXE 000653 SAQUE 08/04";"saque"
"ELECTRONARLINDO VAL";"pessoa"
"ELECTRONANTONIO CHI";"pessoa"
"ELECTRONARENA F V G";"futebol"
"ELECTRONARENA F V G";"futebol"
"ELECTRONARENA F V G";"futebol"
"ELECTRONCALDO MANAB";"alimentacao"
"doce";"alimentacao"
"APM - Creche Eloha";"ajuda"
"oferta";"oferta"
"feira";"feira"
"PIX TRANSF IMW 3 R04/05";"igreja"
"ELECTRONVALDENICIO";"pessoa"
"ELECTRONCALDO MANAB";"alimentacao"
"ELECTRONBANANAS CLI";"alimentacao"
"PIX TRANSF  ROGERIO01/03";"pix"
"SABESP      3082129325";"sabesp"
"IOF";"Taxa_banco"
"PIX TRANSF  EDMILSO02/03";"churros"
"TAR PACOTE ITAU   FEV/23";"banco"
"CXE     000695 SAQUE";"saque"
"ELECTRONNEW CENTER";"compras"
"PIX TRANSF  LUCIANO03/03";"alimentacao"
"PIX TRANSF  ROGERIO03/03";"pipoca"
"CXE 000208 SAQUE 04/03";"saque"
"ELECTRONLUIZ ANTONI";"pessoa"
"ELECTRONPAG*Robinso";"pessoa"
"PIX TRANSF  FELIPE 06/03";"pix"
"JUROS LIMITE DA CONTA";"juros"
"DA  CLARO MOVEL 46827963";"claro"
"DA  CLARO MOVEL 46827990";"claro"
"INT  PAG TIT BANCO 237";"boleto"
"PIX TRANSF  IMW 3 R07/03";"igreja"
"PIX TRANSF  ROGERIO07/03";"pipoca"
"PIX QRS ARENA FUTEB08/03";"futebol"
"PIX TRANSF  LUCIANO10/03";"alimentacao"
"PIX TRANSF  REAL BR10/03";"futebol"
"SEGURO CARTAO";"banco"
"CXE 000323 SAQUE 11/03";"saque"
"ELECTRONATACADAO 06";"mercado"
"ELECTRONPAG*Robinso";"pessoa"
"PIX TRANSF  IMW 3 R12/03";"igreja"
"DEB AUTOR UNICEF";"ajuda"
"PIX TRANSF  EDMILSO14/03";"churros"
"PIX TRANSF  FELIPE 14/03";"pix"
"INT ITAU VISA";"cartao"
"PIX TRANSF  ANDRE N15/03";"pessoa"
"PIX TRANSF  IMW 3 R16/03";"igreja"
"PIX TRANSF  LUCIANO16/03";"alimentacao"
"DA  ELETROPAULO 11701161";"luz"
"INT  PAG TIT BANCO 237";"boleto"
"ELECTRONLUIZ ANTONI";"feria-frutas"
"ELECTRONORIEL PEREI";"feria-frutas"
"ELECTRONPAG*Marinal";"feria-frutas"
"ELECTRONPAG*Robinso";"feria-frango"
"PIX TRANSF  EDMILSO20/03";"churros"
"PIX TRANSF  JULIANE18/03";"pessoa"
"DA  NET SERVICOS 5680788";"net"
"PIX TRANSF  ROGERIO22/03";"pipoca"
"ELECTRONOGGI SORVET";"alimentacao"
"ELECTRONPAG*Padaria";"padaria"
"FINANC IMOBILIARIO   012";"financiamento"
"DA  COMGAS 51448254";"gas"
"INT PAG TIT 109501011564";"boleto"
"PIX TRANSF  erlonds24/03";"cabeleireiro"
"PIX TRANSF  LUCIANO24/03";"alimentacao"
"CXE 000034 SAQUE 25/03";"saque"
"PIX TRANSF  IMW 3 R26/03";"igreja"
"PIX TRANSF  EDMILSO28/03";"churros"
"PIX TRANSF  IMW 3 R30/03";"igreja"
"PIX TRANSF  ROGERIO30/03";"pipoca"
"PIX TRANSF NIRLEY 02/07";"futebol"
"PIX TRANSF Matheus01/07";"alimentacao"
"PIX TRANSF  IMW 3 R01/07";"igreja"
"PIX TRANSF  IMW 3 R07/07";"igreja"
"ELECTRONMISSLEINE M";"feira-legumes"
"ELECTRONPAG*Claudio";"feira"
"ELECTRON001";"compras"
"ELECTRONROTISSERIE";"alimentacao"
"PIX TRANSF  NIRLEY 02/07";"futebol"
"ELECTRONOXXO NOVO M";"mercado"
"ELECTRONPADARIA DEL";"padaria"
"PIX TRANSF  Matheus01/07";"alimentacao"
"PIX TRANSF  LUCIANO07/07";"futebol"
"PIX TRANSF  Matheus08/07";"alimentacao"
"ELECTRONBOX CAR";"compras"
"ELECTRONJULIO BUONO";"compras"
"PIX QRS Drogaria Sa06/07";"farmacia"
"ELECTRONGABRIELA PO";"compras"
"PIX TRANSF  REAL BR07/07";"futebol"
"ELECTRONMATRIZ";"lazer"
"PIX TRANSF  CLAUDIO08/07";"viagem"
"MOBILEPAG TIT BANCO 237";"boleto"
"PIX TRANSF  Crisval06/07";"viagem"
"ELECTRONPAG*SANDROC";"feira"
"ELECTRONLUIZ ANTONI";"pessoa"
"ELECTRONPAG*Robinso";"feira"
"ELECTRONPLAYSIZE";"roupa"
"ELECTRONRS AVILA";"mercado"
"PIX QRS PAGSMILE14/07";"go4rex"
"ELECTRONCHURRASCARI";"alimentacao"
"ELECTRONHOTEL ITAVE";"viagem_hotel"
"ELECTRONCARREFOUR B";"mercado"
"ELECTRONMP*ALEXFRUT";"feira"
"ELECTRONROZILAINE S";"feira"
"ELECTRONFRUTAS SUPR";"feira"
"ELECTRONPAG*AndreBr";"feira"
"ELECTRONPAG*Mundome";"consumo"
"ELECTRONADM ABASTEC";"consumo"
"ELECTRONPAG*Doceria";"consumo"
"ELECTRONCLEVENICE F";"consumo"
"PIX TRANSF  Bruno C28/04";"pessoa"
"ELECTRONGUARULHOS S";"consumo"
"PIX TRANSF  ROGERIO21/06";"pipoca"
"ELECTRONS S P";"compras"
"PIX TRANSF  JADIEL 10/06";"pessoa"
"ELECTRONPAG*LUCASVI";"compras"
"PIX TRANSF  ROGERIO27/04";"pipoca"
"ELECTRONMP*MANOEL";"compras"
"ELECTRONS L BENFICA";"compras"
"ELECTRONPAG*JMFRUTA";"feira"
"PIX TRANSF  ROGERIO05/06";"pipoca"
"ELECTRONARENA NOVO";"compras"
"ELECTRON001";"compras"
"ELECTRONREAL BRASIL";"futebol"
"ELECTRONPG *TON BAR";"compras"
"PIX TRANSF  LUCIANO13/05";"alimentacao"
"ELECTRONINTERNACION";"compras"
"ELECTRONJOSE ADRIAN";"compras"
"ELECTRONBANANA SPLI";"compras"
"ELECTRONSALGADO E A";"compras"
"ELECTRONPAG*LUCASVI";"compras"
"ELECTRONTALISMA CAS";"compras"
"ELECTRONTHIEMI HORT";"compras"
"PIX TRANSF  NIRLEY 26/01";"pessoa"
"ELECTRONRENATO GOME";"compras"
"CXE 000836 SAQUE 27/05";"saque"
"ELECTRONMAIK GUSHI";"compras"
"PIX TRANSF  LUCIANO02/02";"alimentacao"
"ELECTRONPAG*Arqueni";"compras"
"ELECTRONPAG*LUCASVI";"compras"
"PIX TRANSF  LUCIANO12/05";"alimentacao"
"PIX TRANSF  LUCIANO14/06";"alimentacao"
"ELECTRONRODO STOP";"compras"
"ELECTRONCANAA LANCH";"alimentacao"
"ELECTRONNEW CENTER";"compras"
"ELECTRONPAG*WmgEsta";"compras"
"ELECTRONTHIEMI HORT";"feira"
"compras";"compras"
"PIX QRS AMERICANAS 12/07";"americanas"
"ELECTRONSALAO AMIGO";"cabeleireiro"
"ELECTRONGEORGE S TO";"compras"
"compras";"compras"
"PIX TRANSF  LUCIANO27/06";"alimentacao"
"ELECTRONPERTO SA";"compras"
"PIX TRANSF  IMW 3 R11/05";"igreja"
"ELECTRONHIP BERGAMI";"mercado"
"ELECTRONSILVIO NAKA";"compras"
"ELECTRONMCB COMERCI";"compras"
"ELECTRONBOCA DA ONC";"compras"
"PIX TRANSF  Cristia04/06";"compras"
"PIX TRANSF  NIRLEY 25/02";"pessoa"
"PIX QRS Pizzaria No26/05";"alimentacao"
"ELECTRONLEO COSMETI";"compras"
"ELECTRONMAY BUSTANI";"compras"
"PIX TRANSF  LUCIANO13/07";"alimentacao"
"PIX TRANSF  Matheus24/06";"alimentacao"
"PIX TRANSF  IMW 3 R12/02";"igreja"
"PIX TRANSF  IMW 3 R21/02";"igreja"
"PIX TRANSF  JULIANE22/07";"pessoa"
"PIX TRANSF  LUCIANO24/06";"futebol"
"PIX TRANSF  ROGERIO09/05";"pipoca"
"PIX TRANSF  LUCIANO09/05";"futebol"
"SAQUE 24H 116870093";"saque"
"ELECTRONJOSE RUBIVA";"pessoa"
"PIX TRANSF  JULIANE03/06";"pessoa"
"SAQUE 24H 821097573";"saque"
"PIX TRANSF  LUCIANO08/06";"futebol"
"PIX TRANSF  LUCIANO04/02";"futebol"
"ELECTRONFDI FERNAO";"compras"
"PIX QRS Mc Donalds 23/01";"alimentacao"
"PIX TRANSF  ALINE B29/05";"pessoa"
"PIX TRANSF  PIZZARI03/06";"alimentacao"
"ELECTRONIVANE VANZE";"compras"
"PIX TRANSF  Matheus22/07";"alimentacao"
"ELECTRONBOX CAR";"compras"
"SAQUE 24H 16975633";"saque"
"ELECTRONJULIO BUONO";"compras"
"ELECTRONHOSP H9J VA";"alimentacao"
"ELECTRONHOSP H9J VA";"alimentacao"
"PIX QRS Shopee12/06";"compras"
"PIX QRS LOJA ELECTR17/05";"compras"
"PIX QRS SHPP B I P 20/06";"compras"
"PIX TRANSF  REAL BR07/02";"futebol"
"PIX TRANSF  REAL BR15/05";"futebol"
"PIX TRANSF  ANDRE N23/07";"pessoa"
"CXE 000232 SAQUE 04/02";"saque"
"CXE 000372 SAQUE 28/01";"saque"
"PIX TRANSF  IMW 3 R04/06";"igreja"
"PIX TRANSF  IMW 3 R20/05";"igreja"
"estacionamento";"compras"
"ELECTRONNEO GEO FAM";"lazer"
"PIX TRANSF  IGREJA 22/02";"igreja"
"CXE 000091 SAQUE 25/02";"saque"
"ELECTRONMAY BUSTANI";"compras"
"PIX TRANSF  POUPETR06/02";"compras"
"PIX TRANSF  IMW 3 R25/06";"igreja"
"PIX TRANSF  IMW 3 R04/05";"igreja"
"PIX QRS CASA LOTERI06/02";"compras"
"ELECTRONGABRIELA PO";"compras"
"PIX TRANSF  REAL BR13/06";"futebol"
"MOBILEPAG TIT BANCO 001";"compras"
"PIX QRS PORTOSEG SA18/05";"portoseguro"
"PIX QRS PORTOSEG SA27/06";"portoseguro"
"PIX QRS AMERICANAS 15/07";"americanas"
"PIX TRANSF  Paola O11/07";"pessoa"
"PIX QRS PORTOSEG SA23/07";"portoseguro"
"PIX QRS ORION INSTI18/07"";viagem";
"ELECTRONSANTANA DRI";"compras"
"ELECTRONDJM BAZAR L";"compras"
"ELECTRONPERNAMBUCAN"";pernambucanas";
"PIX QRS ARENA FUTEB10/06";"futebol"
"PIX QRS SHPP B I P 24/05";"compras"
"ELECTRONZAGAIA ECO-"";viagem_hotel""";
"ELECTRONCRISVAL AGE"";viagem""";
"ELECTRONCOMITIVA GR"";viagem""";
"INT PAG TIT 109006507485";"boleto"
"INT PAG TIT 109006507493";"boleto"
"PIX TRANSF  IMW 3 R01/02";"igreja"
"PIX TRANSF  IMW 3 R16/02";"igreja"
"PIX TRANSF  IMW 3 R16/06";"igreja"
"PIX TRANSF  TAMINIE28/04";"compras"
"PIX TRANSF  ANDRE N27/04";"pessoa"
"PIX QRS B2W COMPANH25/07";"americanas"
"PIX QRS AMERICANAS 15/07";"americanas"
"PIX QRS PAGSMILE24/07";"go4rex"
"ELECTRONCOMITIVA GR";"viagem"
"ELECTRONCRISVAL AGE";"viagem"
"ELECTRONZAGAIA ECO-";"viagem_hotel"
"ELECTRONPERNAMBUCAN";"pernambucanas"
"PIX QRS ORION INSTI18/07";"viagem"
"PIX TRANSF ANDRE N23/07";"picpay"
"PIX QRS AMERICANAS 12/07";"americanas"
"Posto Da Pon-ct";"viagem_gasolina"
"Auto Posto Entre Rios";"viagem_gasolina"
"Auto Posto Limoeiro";"viagem_gasolina"
"Posto Tatinh-ct I";"viagem_gasolina"
"Adm Abastece N Alvorad";"viagem_gasolina"
"Hotel E Pous-ct Potosi";"viagem_hotel"
"Rest Lanchon-ct Entre";"viagem"
"Ype Supermercado";"viagem_mercado"
"Boteco Juanita";"viagem"
"Crisval Agencia De01/04";"viagem"
"Mercado Aria-ct";"viagem_mercado"
"Palacio Dos Sorvetes";"sorvete"
"Valmir Silve-ct Varga";"pessoa"
"Auto Posto T-ct Ca";"viagem_gasolina"
"Trucao Centro De Abast";"viagem_gasolina"
"Posto De Servicos Auto";"viagem_gasolina"
"Supermercado Supremo";"viagem_mercado"
"Boca Da Onca-ct Tour";"viagem"
"Sushi Tucuruvi";"alimentacao"
"Rotisserie Castro Juni";"alimentacao"
"Zaffari Pompeia";"alimentacao"
"Galpao Gaucho Restaura";"alimentacao"
"Sr E Sra Unico Pasteis";"alimentacao"
"Ponto Da Esf-ct";"alimentacao"
"Lanc E Salg -ct Ana";"alimentacao"
"Oxxo Novo Mundo";"mercado"
"Lanc E Salg Dona Ana";"alimentacao"
"Posto Servconfianca";"gasolina"
"Multa Por Atraso";"juros"
"Juros De Financiamento";"juros"
"Estancia Caipira Sp";"alimentacao"
"Legado Parri-ct";"alimentacao"
"Rotisserie Castro Juni";"alimentacao"
"Restaurante Feijao No";"alimentacao"
"PIX QRS B2W COMPANH22/07";"americanas"
"ELECTRONBOCA DA ONC";"viagem"
"ELECTRONBOX CAR";"compras"
"ELECTRONGABRIELA PO";"compras"
"TAR PACOTE ITAU   JUN/23";"banco"
"ELECTRONJULIO BUONO";"compras"
"ELECTRON001";"mercado"
"ELECTRONPAG*Arqueni";"pessoa"
"ELECTRONPAG*WmgEsta";"pessoa"
"ELECTRONINTERNACION";"shopping"
"ELECTRONBANANA SPLI";"alimentacao"
"ELECTRONMAY BUSTANI";"compras"
"ELECTRONSALGADO E A";"alimentacao"
"ELECTRONSILVIO NAKA";"compras"
"ELECTRONMAY BUSTANI";"compras"
"ELECTRONMAY BUSTANI";"compras"
"ELECTRONREI DO OLEO";"carro"
"ELECTRONLEO COSMETI";"compras"
"ELECTRONLEO COSMETI";"compras"
"ELECTRONMCB COMERCI";"compras"
"ELECTRONRODO STOP";"compras"
"ELECTRONTALISMA CAS";"compras"
"ELECTRONIVANE VANZE";"compras"
"ELECTRONPAG*LUCASVI";"compras"
"ELECTRONS S P";"compras"
"ELECTRONSANTANA DRI";"compras"
"FINANC IMOBILIARIO   016";"financiamento"
"ELECTRONCOMERCIAL N";"compras"
"ELECTRONNIELLY NATH";"compras"
"ELECTRONFRUTAS SERG";"feira-frutas"
"PIX TRANSF  Matheus29/07";"alimentacao"
"PIX TRANSF  erlonds02/06";"cabeleireiro"
"PIX TRANSF  Mayara 02/06";"pipoca"
"TAR PACOTE ITAU   MAI/23";"banco"
"ELECTRONRENATO GOME";"compras"
"PIX TRANSF  Cristia04/06";"compras"
"PIX QRS Shopee12/06";"shopee"
"PIX TRANSF  EDMILSO12/06";"churros"
"ELECTRONDJM BAZAR L";"compras"
"PIX QRS SHPP B I P 20/06";"compras"
"FINANC IMOBILIARIO   015";"financiamento"
"ELECTRONGEORGE S TO";"compras"
"ELECTRONMAIK GUSHI";"compras"
"PIX TRANSF  erlonds27/06";"cabeleireiro"
"PIX TRANSF  EDMILSO28/06";"churros"
"PIX TRANSF  EDMILSO03/04";"churros"
"TAR PACOTE ITAU   MAR/23";"banco"
"PIX TRANSF  EDMILSO06/04";"churros"
"PIX TRANSF  EDMILSO12/04";"churros"
"PIX TRANSF  EDMILSO18/04";"churros"
"FINANC IMOBILIARIO   013";"financiamento"
"PIX TRANSF  EDMILSO27/04";"churros"
"PIX TRANSF  TAMINIE28/04";"pessoa"
"APM – Creche Eloha";"creche"
"compras";"compras"
"estacionamento";"estacionamento"
"compras";"compras"
"TAR PACOTE ITAU   DEZ/22";"banco"
"ELECTRONPG *TON BAR";"compras"
"ELECTRONJOSE ADRIAN";"compras"
"FINANC IMOBILIARIO   010";"financiamento"
"MOBILEPAG TIT BANCO 001";"boleto"
"TAR PACOTE ITAU   JAN/23";"banco"
"PIX QRS CASA LOTERI06/02";"transporte"
"PIX TRANSF  POUPETR06/02";"compras"
"ELECTRONFDI FERNAO";"compras"
"ELECTRONPERTO SA";"compras"
"PIX TRANSF  EDMILSO15/02";"churros"
"ELECTRONPAG*LUCASVI";"feira-frutas"
"FINANC IMOBILIARIO   011";"financiamento"
"PIX TRANSF  EDMILSO24/02";"churros"
"PIX TRANSF  EDMILSO28/02";"churros"
"PIX TRANSF  EDMILSO02/05";"churros"
"TAR PACOTE ITAU   ABR/23";"banco"
"PIX TRANSF  EDMILSO08/05";"churros"
"PIX TRANSF  erlonds09/05";"cabeleireiro"
